Model,Z_MAE,Z_RMSE,Z_R2,ASLI_MAE,ASLI_RMSE,ASLI_MAPE(%),ASLI_R2(%)
GKU TRANSFORMER,0.275,0.3964,0.7486,6.4501,9.2966,16.1959,74.8614
