Model,Z_MAE,Z_RMSE,Z_R2,ASLI_MAE,ASLI_RMSE,ASLI_MAPE(%),ASLI_R2(%)
DELI CNN-LSTM,0.2355,0.3402,0.7074,5.4322,7.8495,16.7159,70.7447
