Model,Z_MAE,Z_RMSE,Z_R2,ASLI_MAE,ASLI_RMSE,ASLI_MAPE(%),ASLI_R2(%)
GKU CNN-LSTM,0.2793,0.3934,0.7524,6.5501,9.2266,17.4571,75.2388
