Model,Z_MAE,Z_RMSE,Z_R2,ASLI_MAE,ASLI_RMSE,ASLI_MAPE(%),ASLI_R2(%)
TULT Pure LSTM,0.3382,0.4801,0.8143,5.937,8.4272,19.6926,81.4309
