Model,Z_MAE,Z_RMSE,Z_R2,ASLI_MAE,ASLI_RMSE,ASLI_MAPE(%),ASLI_R2(%)
DELI PURE LSTM,0.2346,0.3406,0.7068,5.4115,7.8588,16.8971,70.675
