Model,Z_MAE,Z_RMSE,Z_R2,ASLI_MAE,ASLI_RMSE,ASLI_MAPE(%),ASLI_R2(%)
DELI TRANSFORMER,0.2487,0.3553,0.681,5.7369,8.1967,15.9095,68.0995
