Model,Z_MAE,Z_RMSE,Z_R2,ASLI_MAE,ASLI_RMSE,ASLI_MAPE(%),ASLI_R2(%)
TULT CNN-LSTM,0.3689,0.496,0.8018,6.4757,8.7057,21.5304,80.1833
