Model,Z_MAE,Z_RMSE,Z_R2,ASLI_MAE,ASLI_RMSE,ASLI_MAPE(%),ASLI_R2(%)
TULT TRANSFORMER,0.33,0.4725,0.8201,5.7932,8.2948,17.8497,82.0098
